PEAKID,YEAR,SEASON,HOST,NATION,BCDATE,SKI,PARAPENTE,CAMPS,TOTMEMBERS,TOTHIRED,O2CLIMB,O2SLEEP,O2UNKWN,AGENCY,COMMERCIALROUTE,STDROUTE,SUMMIT_SUCCESS
NILN,1981,3,1,France,10/11/81,FALSE,FALSE,1,7,0,FALSE,FALSE,FALSE,,,,0
DHA1,1981,3,1,Yugoslavia,09/26/81,FALSE,FALSE,1,6,0,FALSE,FALSE,FALSE,,,,0
APIM,1981,3,1,Poland,10/14/81,FALSE,FALSE,0,8,0,FALSE,FALSE,FALSE,,,,0
DHA1,1981,3,1,Austria,09/11/81,FALSE,FALSE,3,9,4,FALSE,FALSE,FALSE,,,TRUE,0
MAKA,1981,3,1,Austria,09/10/81,FALSE,FALSE,2,9,6,FALSE,FALSE,FALSE,,,TRUE,0
NUMB,1981,3,1,Switzerland,10/19/81,FALSE,FALSE,1,5,3,FALSE,FALSE,FALSE,,,,0
EVER,1981,3,2,USA,08/28/81,FALSE,FALSE,4,19,0,FALSE,FALSE,FALSE,,FALSE,,0
JANU,1981,3,1,Japan,09/28/81,FALSE,FALSE,3,4,3,FALSE,FALSE,FALSE,,,,0
AMAD,1981,3,1,Japan,10/12/81,FALSE,FALSE,0,5,0,FALSE,FALSE,FALSE,,FALSE,,0
KTEG,1981,3,1,Japan,10/13/81,FALSE,FALSE,0,4,2,FALSE,FALSE,FALSE,,,,0
HIME,1981,3,1,Japan,09/01/81,FALSE,FALSE,6,9,6,FALSE,TRUE,FALSE,,,,0
GANG,1981,3,1,Japan,09/13/81,FALSE,FALSE,2,6,3,FALSE,FALSE,FALSE,,,,0
NILS,1981,3,1,Japan,09/12/81,FALSE,FALSE,3,3,0,FALSE,FALSE,FALSE,,,,0
YALU,1981,1,1,USA,03/29/81,FALSE,FALSE,3,2,1,FALSE,FALSE,FALSE,,,,0
LHOT,1981,1,1,Yugoslavia,03/16/81,FALSE,FALSE,6,25,12,TRUE,FALSE,FALSE,,,,0
KAG1,1981,3,1,France,10/11/81,FALSE,FALSE,0,8,2,FALSE,FALSE,FALSE,,,,0
LSIS,1981,3,1,Japan,10/02/81,FALSE,FALSE,1,6,0,FALSE,FALSE,FALSE,,,,0
ANN1,1981,1,1,Sweden,04/06/81,FALSE,FALSE,6,10,4,FALSE,FALSE,FALSE,,,,0
MAKA,1981,1,1,Poland,03/25/81,FALSE,FALSE,4,6,0,FALSE,FALSE,FALSE,,,,0
GAUR,1981,1,1,Austria,04/07/81,FALSE,FALSE,2,7,2,FALSE,FALSE,FALSE,,,,0
MAK2,1981,1,1,W Germany,03/25/81,FALSE,FALSE,1,6,0,FALSE,FALSE,FALSE,Nepal Trekking,,,0
EVER,1981,1,2,France,03/03/81,FALSE,FALSE,6,28,13,TRUE,FALSE,FALSE,,TRUE,TRUE,0
KTEG,1981,1,1,France,,FALSE,FALSE,0,10,0,FALSE,FALSE,FALSE,,,,0
LSHR,1981,1,1,Spain,04/06/81,FALSE,FALSE,2,4,3,FALSE,FALSE,FALSE,,,,0
DHA1,1981,1,1,Argentina,03/29/81,FALSE,FALSE,6,13,10,FALSE,TRUE,FALSE,,,,0
NILS,1981,1,1,Japan,04/06/81,FALSE,FALSE,1,6,0,FALSE,FALSE,FALSE,,,,0
GAN2,1981,1,1,Japan,03/19/81,FALSE,FALSE,3,10,8,FALSE,FALSE,FALSE,,,,0
HIME,1981,1,1,Japan,03/27/81,FALSE,FALSE,5,11,3,FALSE,FALSE,FALSE,,,,0
EVER,1981,1,1,Japan,03/25/81,FALSE,FALSE,5,20,23,TRUE,FALSE,FALSE,,FALSE,,0
GAN4,1981,1,1,Australia,04/08/81,FALSE,FALSE,2,10,2,FALSE,FALSE,FALSE,,,,0
CHOY,1981,1,1,Japan,04/11/81,FALSE,FALSE,6,42,0,FALSE,FALSE,FALSE,,FALSE,,0
CHOY,1981,3,1,W Germany/Iran,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,TRUE,TRUE,0
KABD,1981,3,3,India,09/30/81,FALSE,FALSE,2,5,4,FALSE,FALSE,FALSE,,,,0
KAN1,1981,3,1,France,,FALSE,FALSE,0,8,0,FALSE,FALSE,FALSE,,,,0
MAKA,1981,3,1,Italy,,FALSE,FALSE,0,7,0,FALSE,FALSE,FALSE,,,,0
ANN1,1981,1,1,Poland,03/31/81,FALSE,FALSE,5,11,0,FALSE,FALSE,FALSE,,,,0
ANN2,1980,1,1,Japan,03/25/80,FALSE,FALSE,4,6,2,FALSE,FALSE,FALSE,,,,0
ANN2,1980,1,1,Poland,04/09/80,FALSE,FALSE,4,7,2,FALSE,FALSE,FALSE,,,,0
LHOT,1980,3,1,Italy,08/27/80,FALSE,FALSE,0,52,0,FALSE,FALSE,FALSE,,,TRUE,0
LHOT,1980,3,1,Italy,10/04/80,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Mountain Travel,,TRUE,0
LHOT,1980,4,1,Italy,01/06/81,FALSE,FALSE,3,6,5,FALSE,FALSE,FALSE,,,TRUE,0
EVER,1980,4,1,UK,12/06/80,FALSE,FALSE,3,11,0,FALSE,FALSE,FALSE,,FALSE,,0
ANN1,1980,4,1,Japan,01/27/81,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,,,TRUE,0
MAKA,1980,4,1,Italy,12/10/80,FALSE,FALSE,3,6,4,FALSE,FALSE,FALSE,,,,0
GAN4,1980,4,1,USA,12/30/80,FALSE,FALSE,3,4,1,FALSE,FALSE,FALSE,,FALSE,FALSE,0
BARU,1980,1,1,France,,FALSE,FALSE,2,6,1,FALSE,FALSE,FALSE,Great Himalayan Adventure (GHA),,,0
LHOT,1980,1,1,France,03/22/80,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
TILI,1980,1,1,W Germany,04/22/80,FALSE,FALSE,1,5,3,FALSE,FALSE,FALSE,,,,0
GAUR,1980,1,1,Australia,03/14/80,FALSE,FALSE,4,10,4,FALSE,FALSE,FALSE,,,,0
APIM,1980,1,1,UK,03/19/80,FALSE,FALSE,4,12,0,FALSE,FALSE,FALSE,,,,0
ANN3,1980,1,1,Australia,03/07/80,FALSE,FALSE,1,15,1,FALSE,FALSE,FALSE,,,,0
MAK2,1980,1,1,USA,04/27/80,FALSE,FALSE,4,7,1,FALSE,FALSE,FALSE,,,,0
LANG,1980,1,1,UK,04/07/80,FALSE,FALSE,2,7,1,FALSE,FALSE,FALSE,,,,0
GAN2,1980,3,1,Japan,09/13/80,FALSE,FALSE,2,14,5,FALSE,FALSE,FALSE,,,,0
NILN,1980,3,1,S Korea,09/27/80,FALSE,FALSE,2,3,2,FALSE,FALSE,FALSE,,,,0
KAN1,1980,1,1,Switzerland,04/11/80,FALSE,FALSE,5,7,5,FALSE,FALSE,FALSE,,,,0
GAUR,1980,3,1,Japan,08/31/80,FALSE,FALSE,3,35,3,FALSE,FALSE,FALSE,,FALSE,FALSE,0
BARU,1980,3,1,USA,09/26/80,FALSE,FALSE,2,8,0,FALSE,FALSE,FALSE,,,,0
DHA1,1980,3,1,USA,09/04/80,FALSE,FALSE,4,17,5,FALSE,FALSE,FALSE,Mountain Travel,,,0
MAKA,1980,3,1,UK,09/16/80,FALSE,FALSE,5,5,0,FALSE,FALSE,FALSE,,FALSE,FALSE,0
MANA,1980,3,1,Austria,09/20/80,FALSE,FALSE,3,7,3,FALSE,FALSE,FALSE,,TRUE,TRUE,0
GAN3,1980,3,1,Switzerland,09/30/80,FALSE,FALSE,1,6,0,FALSE,FALSE,FALSE,,,,0
MANA,1980,3,1,Czechoslovakia,09/26/80,FALSE,FALSE,4,12,4,FALSE,FALSE,FALSE,,TRUE,TRUE,0
ANN1,1980,3,1,W Germany,10/04/80,FALSE,FALSE,2,15,8,FALSE,FALSE,FALSE,,,TRUE,0
EVER,1980,3,1,Italy,08/27/80,FALSE,FALSE,4,52,25,TRUE,FALSE,FALSE,,TRUE,TRUE,0
CHRE,1980,3,1,Italy,10/13/80,FALSE,FALSE,4,14,6,FALSE,FALSE,FALSE,,,,0
PUMO,1980,3,1,Italy,10/12/80,FALSE,FALSE,0,5,0,FALSE,FALSE,FALSE,,FALSE,FALSE,0
DHA1,1980,3,1,France,09/13/80,FALSE,FALSE,4,7,5,FALSE,FALSE,FALSE,,,,0
NUMB,1980,1,1,Japan,04/03/80,FALSE,FALSE,3,11,4,FALSE,FALSE,FALSE,,,,0
GAN2,1980,1,1,Japan,03/28/80,FALSE,FALSE,5,11,0,FALSE,FALSE,FALSE,,,,0
KGUR,1980,1,1,Japan,03/20/80,FALSE,FALSE,3,10,0,FALSE,FALSE,FALSE,,,,0
MANA,1980,1,1,Poland,04/05/80,FALSE,FALSE,2,9,2,FALSE,FALSE,FALSE,,,,0
LHOT,1980,1,1,Spain,03/26/80,FALSE,FALSE,4,18,16,TRUE,TRUE,FALSE,,,TRUE,0
EVER,1980,4,1,Japan,11/27/80,FALSE,FALSE,3,17,20,FALSE,TRUE,FALSE,,TRUE,TRUE,0
HIME,1980,3,1,Czechoslovakia,,FALSE,FALSE,0,16,0,FALSE,FALSE,FALSE,,,,0
HIME,1980,3,1,USA,,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,,,,0
EVER,1980,1,1,Spain,,FALSE,FALSE,0,18,0,FALSE,FALSE,FALSE,,FALSE,,0
CHOY,1980,3,1,W Germany,10/07/80,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,None,TRUE,TRUE,0
GAN3,1980,3,1,France,,FALSE,FALSE,0,9,0,FALSE,FALSE,FALSE,,,,0
KUSU,1980,3,1,Japan,11/25/80,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
AMAD,1980,1,1,France,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,FALSE,,0
EVER,1980,1,2,France,,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,,TRUE,TRUE,0
ANN2,1979,3,1,UK,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
ANN4,1979,3,1,Spain,10/11/79,FALSE,FALSE,4,16,5,FALSE,FALSE,FALSE,,,,0
NAMP,1979,1,1,USA,05/04/79,FALSE,FALSE,3,9,0,FALSE,FALSE,FALSE,,,,0
KUSU,1979,1,1,New Zealand,,FALSE,FALSE,0,3,2,FALSE,FALSE,FALSE,,,,0
HIME,1979,3,1,USA,10/02/79,FALSE,FALSE,2,7,0,FALSE,FALSE,FALSE,,,,0
THAM,1979,1,1,Japan,04/02/79,FALSE,FALSE,1,5,0,FALSE,FALSE,FALSE,,,,0
ANN1,1979,3,1,USA,08/24/79,FALSE,FALSE,5,8,0,FALSE,FALSE,FALSE,,,TRUE,0
MANA,1979,1,1,Italy,04/01/79,FALSE,FALSE,4,6,4,FALSE,FALSE,FALSE,,,,0
NUMB,1979,1,1,Switzerland,05/04/79,FALSE,FALSE,2,10,2,FALSE,FALSE,FALSE,,,,0
FANG,1979,1,1,Austria,04/02/79,FALSE,FALSE,5,8,5,FALSE,FALSE,FALSE,,,,0
DHA1,1979,1,1,France,04/11/79,FALSE,FALSE,5,11,10,FALSE,FALSE,FALSE,,FALSE,TRUE,0
JANU,1979,1,1,Czechoslovakia,04/19/79,FALSE,FALSE,5,16,3,FALSE,FALSE,FALSE,,FALSE,FALSE,0
NILN,1979,3,1,Japan,09/12/79,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,,,,0
MANA,1979,3,1,Argentina,09/02/79,FALSE,FALSE,3,14,0,FALSE,FALSE,FALSE,,,,0
NILC,1979,3,1,Japan,09/28/79,FALSE,FALSE,3,12,4,FALSE,FALSE,FALSE,,,,0
EVER,1979,3,2,Japan,09/26/79,FALSE,FALSE,2,9,10,FALSE,FALSE,TRUE,,FALSE,,0
HIUP,1979,3,1,Japan,,FALSE,FALSE,0,7,0,FALSE,FALSE,FALSE,Trans Himalayan Trekking (THT),,,0
CHOY,1979,3,1,W Germany/Iran,09/20/79,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,,TRUE,TRUE,0
NUMB,1979,3,1,Norway,10/14/79,FALSE,FALSE,1,5,4,FALSE,FALSE,FALSE,,,,0
DHA1,1979,3,1,Poland,09/01/79,FALSE,FALSE,4,18,0,FALSE,FALSE,FALSE,,,,0
FANG,1979,3,1,Italy,09/12/79,FALSE,FALSE,2,20,10,FALSE,FALSE,FALSE,,,,0
AMAD,1979,3,1,New Zealand,10/15/79,FALSE,FALSE,1,4,0,FALSE,FALSE,FALSE,,FALSE,,0
KTEG,1979,3,1,UK,09/20/79,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
GAUR,1979,3,1,UK,10/08/79,FALSE,FALSE,3,5,1,FALSE,FALSE,FALSE,,,,0
AMAD,1979,3,1,Austria,10/22/79,FALSE,FALSE,1,5,0,FALSE,FALSE,FALSE,,TRUE,FALSE,0
TUKU,1979,3,1,France,10/14/79,FALSE,FALSE,1,6,3,FALSE,FALSE,FALSE,,,,0
EVER,1979,1,2,China,,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,,FALSE,,0
EVER,1979,3,1,UK,09/27/79,FALSE,FALSE,2,6,0,FALSE,FALSE,FALSE,,FALSE,,0
KUSU,1979,3,1,UK,09/13/79,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
KUSU,1979,3,1,New Zealand,,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,,,,0
KUSU,1979,3,1,Japan,10/09/79,FALSE,FALSE,0,5,0,FALSE,FALSE,FALSE,,,,0
KUSU,1979,3,1,Switzerland,,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,,,,0
MANN,1979,3,1,Czechoslovakia,09/18/79,FALSE,FALSE,5,10,4,FALSE,FALSE,FALSE,,,,0
SNOW,1979,3,1,Japan,09/02/79,FALSE,FALSE,0,20,23,FALSE,FALSE,FALSE,,FALSE,FALSE,0
CHOB,1979,3,1,UK,,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,Mountain Travel,FALSE,FALSE,0
ANN2,1978,3,1,UK,09/08/78,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,,,,0
LHOT,1978,3,1,France,,FALSE,FALSE,0,11,0,FALSE,FALSE,FALSE,,,TRUE,0
MANA,1978,1,1,USA,03/10/78,FALSE,FALSE,4,11,5,FALSE,FALSE,FALSE,,TRUE,TRUE,0
ANN1,1978,1,1,Austria,04/19/78,FALSE,FALSE,2,8,5,FALSE,FALSE,FALSE,,,TRUE,0
PUTH,1978,1,1,W Germany,04/04/78,FALSE,FALSE,3,6,6,FALSE,FALSE,FALSE,,,,0
ANN2,1978,1,1,Austria,,FALSE,FALSE,4,4,5,FALSE,FALSE,FALSE,,,,0
TUKU,1978,1,1,Italy,,FALSE,FALSE,0,7,2,FALSE,FALSE,FALSE,,,,0
YALU,1978,1,1,Spain,04/17/78,FALSE,FALSE,3,13,6,FALSE,FALSE,FALSE,,,,0
ANNS,1978,1,1,Japan,03/19/78,FALSE,FALSE,2,9,3,FALSE,FALSE,FALSE,,,,0
CHRW,1978,1,1,Japan,03/28/78,FALSE,FALSE,3,14,3,FALSE,FALSE,FALSE,,,,0
MANA,1978,3,1,Japan,09/09/78,FALSE,FALSE,5,3,6,FALSE,TRUE,FALSE,,TRUE,TRUE,0
PK29,1978,3,1,Japan,08/19/78,FALSE,FALSE,3,10,7,FALSE,FALSE,FALSE,,,,0
TUKU,1978,3,1,Japan,09/11/78,FALSE,FALSE,1,6,6,FALSE,FALSE,FALSE,,,,0
DHA2,1978,3,1,Japan,09/12/78,FALSE,FALSE,3,5,2,FALSE,FALSE,FALSE,,,,0
JANU,1978,1,1,USA,,FALSE,FALSE,0,8,0,FALSE,FALSE,FALSE,,FALSE,FALSE,0
LSHR,1978,3,1,Switzerland,11/16/78,FALSE,FALSE,2,9,4,FALSE,FALSE,FALSE,,,,0
NUPT,1978,3,1,UK,09/23/78,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,,,,0
MAKA,1978,3,1,Poland,09/27/78,FALSE,FALSE,4,20,0,FALSE,FALSE,FALSE,,,TRUE,0
KGUR,1978,3,1,W Germany,10/19/78,FALSE,FALSE,2,13,8,FALSE,FALSE,FALSE,,,,0
HIME,1978,3,1,UK,10/14/78,FALSE,FALSE,3,8,0,FALSE,FALSE,FALSE,,,,0
ANN3,1978,3,1,USA,09/08/78,FALSE,FALSE,3,14,0,FALSE,FALSE,FALSE,,,,0
AMAD,1978,3,1,France,10/01/78,FALSE,FALSE,1,8,5,FALSE,FALSE,FALSE,,TRUE,FALSE,0
DHA1,1978,3,1,France,09/23/78,FALSE,FALSE,4,14,14,FALSE,FALSE,FALSE,,,,0
EVER,1978,1,2,China,,FALSE,FALSE,0,25,30,FALSE,FALSE,TRUE,,TRUE,TRUE,0
KANC,1978,1,1,Spain,04/17/78,FALSE,FALSE,0,4,3,TRUE,FALSE,FALSE,,,,0
KUSU,1978,3,1,Japan,,FALSE,FALSE,0,6,2,FALSE,FALSE,FALSE,,,,0
CHOY,1978,3,1,W Germany,10/27/78,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,None,TRUE,TRUE,0
DHA1,1977,1,1,Italy,04/01/77,FALSE,FALSE,1,11,4,FALSE,FALSE,FALSE,,,,0
KAN1,1977,1,1,UK,,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,,,,0
MAK2,1977,1,1,Japan,04/27/77,FALSE,FALSE,4,10,4,FALSE,FALSE,FALSE,,,,0
KTSU,1977,1,1,Japan,03/28/77,FALSE,FALSE,4,6,3,FALSE,FALSE,FALSE,,,,0
CHRE,1977,1,1,Japan,03/15/77,FALSE,FALSE,3,10,5,FALSE,FALSE,FALSE,,,,0
MAKA,1977,1,1,USA,03/28/77,FALSE,FALSE,2,21,0,FALSE,FALSE,FALSE,,,,0
EVER,1977,1,1,New Zealand,03/14/77,FALSE,FALSE,5,8,0,TRUE,TRUE,FALSE,,TRUE,TRUE,0
DHA1,1977,3,1,Japan,08/19/77,FALSE,FALSE,5,13,6,FALSE,FALSE,FALSE,,,,0
TUKU,1977,3,1,Japan,,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,,,,0
MANA,1977,3,1,France,09/26/77,FALSE,FALSE,2,5,2,FALSE,FALSE,FALSE,,,,0
CHOY,1977,1,1,W Germany/Iran,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,TRUE,TRUE,0
HIME,1977,1,1,Japan,03/22/77,FALSE,FALSE,6,14,0,FALSE,FALSE,FALSE,,,,0
PUTH,1976,3,1,Japan,09/14/76,FALSE,FALSE,3,5,4,FALSE,FALSE,FALSE,,,,0
DHA1,1976,3,1,Japan,,FALSE,FALSE,0,8,0,FALSE,FALSE,FALSE,,,TRUE,0
GLAC,1976,1,1,Austria,04/14/76,FALSE,FALSE,2,16,8,FALSE,FALSE,FALSE,,,,0
LHOT,1976,1,1,Japan,02/26/76,FALSE,FALSE,4,19,12,FALSE,FALSE,FALSE,,,,0
MANA,1976,1,1,S Korea,03/27/76,FALSE,FALSE,5,9,4,TRUE,FALSE,FALSE,,TRUE,TRUE,0
JANU,1975,3,1,New Zealand,09/08/75,FALSE,FALSE,5,15,8,FALSE,FALSE,FALSE,,,,0
KJRN,1975,3,1,Japan,10/09/75,FALSE,FALSE,4,7,2,FALSE,FALSE,FALSE,,,,0
ANNS,1975,3,1,Japan,09/13/75,FALSE,FALSE,2,10,0,FALSE,FALSE,FALSE,,,,0
ANN1,1975,1,1,Austria,03/24/75,FALSE,FALSE,3,9,7,FALSE,FALSE,FALSE,,,,0
NUPT,1975,1,1,UK,04/02/75,FALSE,FALSE,8,22,3,FALSE,FALSE,FALSE,,,,0
LHOT,1975,1,1,Italy,03/29/75,FALSE,FALSE,3,15,10,FALSE,FALSE,FALSE,,,,0
HIME,1975,1,1,Japan,03/27/75,FALSE,FALSE,3,8,10,FALSE,FALSE,FALSE,,,,0
PK29,1975,1,1,Japan,03/31/75,FALSE,FALSE,4,13,8,FALSE,FALSE,FALSE,,,,0
BAUD,1975,1,1,Japan,03/21/75,FALSE,FALSE,3,6,2,FALSE,FALSE,FALSE,,,,0
DHA2,1975,1,1,Japan,03/24/75,FALSE,FALSE,3,8,5,FALSE,FALSE,FALSE,,,,0
DHA1,1975,1,1,Japan,03/01/75,FALSE,FALSE,3,17,7,FALSE,FALSE,FALSE,,,,0
EVER,1975,3,1,W Germany,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,FALSE,,0
GANC,1975,3,1,USA,,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,,,,0
KARY,1975,3,1,Nepal,,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,,,,0
TLNG,1975,1,1,India,04/10/75,FALSE,FALSE,2,9,7,FALSE,FALSE,FALSE,,,,0
KWAN,1975,3,1,Nepal,,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,,,,0
LHOT,1974,1,1,W Germany,04/05/74,FALSE,FALSE,5,4,4,TRUE,FALSE,FALSE,,,,0
MAK2,1974,3,1,Netherlands,09/29/74,FALSE,FALSE,4,9,4,FALSE,FALSE,FALSE,,,,0
MAKA,1974,3,1,W Germany,09/19/74,FALSE,FALSE,0,9,4,FALSE,FALSE,FALSE,,,,0
LHOT,1974,3,1,Poland,10/21/74,FALSE,FALSE,4,16,7,TRUE,TRUE,FALSE,,,TRUE,0
EVER,1974,3,1,France,08/16/74,FALSE,FALSE,0,10,20,FALSE,FALSE,FALSE,,FALSE,,0
HIME,1974,3,1,Japan,09/25/74,FALSE,FALSE,5,16,4,FALSE,FALSE,FALSE,,,,0
MAKA,1974,1,1,Austria,03/22/74,FALSE,FALSE,3,10,10,FALSE,FALSE,FALSE,,,,0
ANN2,1974,1,1,W Germany,03/20/74,FALSE,FALSE,5,8,7,FALSE,FALSE,FALSE,,,,0
HIME,1974,1,1,Italy,03/19/74,FALSE,FALSE,6,11,10,FALSE,FALSE,FALSE,,,,0
CHRW,1974,1,1,Japan,04/06/74,FALSE,FALSE,4,6,6,FALSE,FALSE,FALSE,,,,0
YALU,1974,1,1,Japan,03/21/74,FALSE,FALSE,5,12,16,FALSE,FALSE,TRUE,,,,0
ANNS,1974,1,1,Japan,03/14/74,FALSE,FALSE,3,8,5,FALSE,FALSE,FALSE,,,,0
PK29,1974,1,1,Japan,03/03/74,FALSE,FALSE,4,19,10,FALSE,FALSE,FALSE,,,,0
JETH,1974,1,1,UK,04/17/74,FALSE,FALSE,3,6,0,FALSE,FALSE,FALSE,,,,0
DHA4,1974,1,1,UK,,FALSE,FALSE,0,19,7,FALSE,FALSE,FALSE,,,,0
EVER,1974,1,1,Spain,03/25/74,FALSE,FALSE,6,16,10,TRUE,TRUE,FALSE,,TRUE,TRUE,0
DHA5,1974,1,1,Japan,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
EVER,1974,1,2,China,,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,,TRUE,TRUE,0
JANU,1974,1,1,New Zealand,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,,,0
PUTH,1973,3,1,Japan,09/14/73,FALSE,FALSE,5,8,4,FALSE,FALSE,FALSE,,,,0
KANB,1973,3,1,Japan,08/31/73,FALSE,FALSE,4,12,4,FALSE,FALSE,FALSE,,,,0
ANN1,1973,3,1,Italy,09/03/73,FALSE,FALSE,4,11,12,FALSE,FALSE,FALSE,,,,0
DHA4,1973,3,1,UK,09/27/73,FALSE,FALSE,8,9,11,FALSE,FALSE,FALSE,,,,0
MANA,1973,3,1,Spain,09/20/73,FALSE,FALSE,2,12,6,FALSE,FALSE,TRUE,,TRUE,TRUE,0
MAKA,1973,1,1,Czechoslovakia,03/29/73,FALSE,FALSE,6,19,9,TRUE,FALSE,FALSE,,,,0
DHA4,1973,1,1,Austria,04/04/73,FALSE,FALSE,5,9,0,FALSE,FALSE,FALSE,,,,0
LHOT,1973,1,1,Japan,03/25/73,FALSE,FALSE,4,9,5,FALSE,FALSE,FALSE,,,,0
APIM,1973,1,1,Japan,04/01/73,FALSE,FALSE,4,9,4,FALSE,FALSE,FALSE,,,,0
ANN1,1973,1,1,Japan,04/04/73,FALSE,FALSE,5,11,10,FALSE,FALSE,FALSE,,,,0
ANNS,1973,1,1,Japan,03/28/73,FALSE,FALSE,5,6,4,FALSE,FALSE,FALSE,,,,0
GAN3,1973,1,1,Japan,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,,,0
GAUR,1973,3,1,Japan,,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,,,,0
HIUP,1973,3,1,UK,,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,,,,0
LSIS,1973,3,1,Japan,,FALSE,FALSE,0,5,0,FALSE,FALSE,FALSE,,,,0
MANA,1973,1,1,Japan,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,,,0
POKA,1973,3,1,Iran,,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,,,,0
EVER,1972,3,1,UK,09/14/72,FALSE,FALSE,6,12,40,TRUE,FALSE,FALSE,,FALSE,,0
ANNS,1972,3,1,Japan,09/16/72,FALSE,FALSE,4,5,5,FALSE,FALSE,FALSE,,,,0
JETH,1972,3,1,Japan,10/02/72,FALSE,FALSE,4,7,4,FALSE,FALSE,FALSE,,,,0
MAKA,1972,3,1,Yugoslavia,09/05/72,FALSE,FALSE,5,14,10,FALSE,FALSE,FALSE,,,,0
MANA,1972,1,1,S Korea,03/11/72,FALSE,FALSE,3,12,10,FALSE,FALSE,FALSE,"Unknown, if any",TRUE,TRUE,0
LHOT,1972,1,1,W Germany,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
MAK2,1972,1,1,Japan,04/04/72,FALSE,FALSE,4,5,1,FALSE,FALSE,FALSE,,,,0
DHA4,1972,1,1,Japan,03/23/72,FALSE,FALSE,4,11,10,FALSE,FALSE,FALSE,,,,0
EVER,1972,1,1,W Germany,03/21/72,FALSE,FALSE,6,23,30,TRUE,TRUE,FALSE,,FALSE,,0
CHUG,1972,1,1,Netherlands,,FALSE,FALSE,0,5,0,FALSE,FALSE,FALSE,,,,0
CHUG,1972,1,1,W Germany,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,0
DHA4,1972,3,1,Japan,09/02/72,FALSE,FALSE,6,10,7,FALSE,FALSE,FALSE,,,,0
PUTH,1972,1,1,W Germany,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,,,0
TILI,1972,1,1,W Germany,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,,,0
GANC,1972,1,1,USA,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,,,0
GAUR,1972,3,1,Japan,,FALSE,FALSE,0,6,0,FALSE,FALSE,FALSE,,FALSE,FALSE,0
EVER,1971,1,1,Switzerland,03/22/71,FALSE,FALSE,6,31,55,TRUE,FALSE,FALSE,,FALSE,,0
ANNS,1971,1,1,Japan,,FALSE,FALSE,1,4,0,FALSE,FALSE,FALSE,,,,0
ANNS,1971,3,1,Japan,,FALSE,FALSE,4,0,0,FALSE,FALSE,FALSE,,,,0
APIM,1971,1,1,Japan,03/24/71,FALSE,FALSE,2,8,5,FALSE,FALSE,FALSE,,,,0
CHRW,1971,1,1,Japan,04/08/71,FALSE,FALSE,5,6,3,FALSE,FALSE,FALSE,,,,0
DHA1,1971,1,1,USA,,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,,,TRUE,0
DHA4,1971,1,1,Japan,,FALSE,FALSE,3,0,0,FALSE,FALSE,FALSE,,,,0
DHA5,1971,1,1,Japan,,FALSE,FALSE,4,6,0,FALSE,FALSE,FALSE,,,,0
